anime_id,name,genre,type,episodes,rating,members,popularity_tier,episode_bucket,is_highly_rated,genre_list
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Music,OVA,1.0,6.62,1381,Niche,Single,0,['Music']
799,Kokoro Toshokan,"Comedy, Drama, Slice of Life",TV,13.0,6.62,3748,Niche,Standard,0,"['Comedy', 'Drama', 'Slice of Life']"
8560,"Kyou, Koi wo Hajimemasu","Romance, School, Shoujo",OVA,2.0,6.62,20953,Moderate,Short,0,"['Romance', 'School', 'Shoujo']"
32031,Leopard Eyes,Music,Music,1.0,6.62,473,Niche,Single,0,['Music']
5225,Lupin III: Pilot Film,"Action, Comedy, Shounen",Movie,1.0,6.62,3500,Niche,Single,0,"['Action', 'Comedy', 'Shounen']"
12921,Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life",Special,2.0,6.62,2769,Niche,Short,0,"['Comedy', 'School', 'Slice of Life']"
9789,Nezumi Monogatari: George to Gerald no Bouken,"Adventure, Kids",Movie,1.0,6.62,483,Niche,Single,0,"['Adventure', 'Kids']"
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3.0,6.62,70559,Moderate,Short,0,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']"
1141,Palme no Ki,"Adventure, Drama, Fantasy, Romance",Movie,1.0,6.62,3462,Niche,Single,0,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
9077,Rokudenashi Blues,"Comedy, Drama, School, Shounen, Sports",Movie,1.0,6.62,465,Niche,Single,0,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']"
4481,Saiyuuki,Adventure,Movie,1.0,6.62,1175,Niche,Single,0,['Adventure']
32728,Sensou no Tsukurikata,"Drama, Kids",ONA,1.0,6.62,97,Niche,Single,0,"['Drama', 'Kids']"
4068,Shin Megami Tensei Devil Children: Light & Dark,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52.0,6.62,800,Niche,Long,0,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Game', 'Kids', 'Magic', 'Sci-Fi', 'Supernatural']"
8139,Shin Minashigo Hutch,"Adventure, Comedy, Drama",TV,26.0,6.62,229,Niche,Standard,0,"['Adventure', 'Comedy', 'Drama']"
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports",OVA,2.0,6.62,4085,Niche,Short,0,"['Comedy', 'Shounen Ai', 'Sports']"
9924,Shukufuku no Campanella: La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy",OVA,1.0,6.62,4023,Niche,Single,0,"['Comedy', 'Ecchi', 'Fantasy']"
10723,Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",Movie,1.0,6.62,904,Niche,Single,0,"['Comedy', 'Drama', 'Romance']"
17409,Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo",Special,10.0,6.62,17684,Moderate,Short,0,"['Romance', 'School', 'Shoujo']"
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,Movie,1.0,6.62,479,Niche,Single,0,['Fantasy']
2210,Tooi Sekai,"Drama, Romance",ONA,1.0,6.62,11347,Moderate,Single,0,"['Drama', 'Romance']"
16347,Usavich V,Comedy,TV,13.0,6.62,985,Niche,Standard,0,['Comedy']
6226,Utawarerumono Recaps,"Action, Drama, Fantasy",Special,2.0,6.62,2667,Niche,Short,0,"['Action', 'Drama', 'Fantasy']"
312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12.0,6.61,714,Niche,Short,0,"['Action', 'Drama', 'Sports']"
30795,Bakuon!!,"Comedy, Seinen, Slice of Life",TV,12.0,6.61,31295,Moderate,Short,0,"['Comedy', 'Seinen', 'Slice of Life']"
10055,Black Jack: Heian Sento,Shounen,Movie,1.0,6.61,1087,Niche,Single,0,['Shounen']
6579,Chikyuu Bouei Kazoku Special,"Comedy, Kids, Mecha, School, Super Power",Special,1.0,6.61,215,Niche,Single,0,"['Comedy', 'Kids', 'Mecha', 'School', 'Super Power']"
17277,Code Geass: Soubou no Oz Picture Drama,"Action, Drama, Mecha, Military, School, Supernatural",OVA,5.0,6.61,6467,Niche,Short,0,"['Action', 'Drama', 'Mecha', 'Military', 'School', 'Supernatural']"
8211,Dance in the Vampire Bund Recap,"Action, Supernatural, Vampire",Special,1.0,6.61,9758,Niche,Single,0,"['Action', 'Supernatural', 'Vampire']"
28921,Disney Tsum Tsum,Kids,TV,,6.61,359,Niche,Unknown,0,['Kids']
12351,eX-Driver the Movie Specials,Comedy,Special,3.0,6.61,497,Niche,Short,0,['Comedy']
7124,Madou King Granzort: Bouken-hen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3.0,6.61,196,Niche,Short,0,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen']"
20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery",Movie,1.0,6.61,260,Niche,Single,0,"['Adventure', 'Comedy', 'Mystery']"
30384,Miss Monochrome: The Animation 2,"Comedy, Music, Slice of Life",TV,13.0,6.61,12064,Moderate,Standard,0,"['Comedy', 'Music', 'Slice of Life']"
4314,Nanami-chan 2nd Series,"Comedy, Kids",TV,16.0,6.61,336,Niche,Standard,0,"['Comedy', 'Kids']"
9943,Ore-sama Kingdom,"Romance, Shoujo",OVA,14.0,6.61,1846,Niche,Standard,0,"['Romance', 'Shoujo']"
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,"Adventure, Drama, Mystery, Supernatural",Special,1.0,6.61,5230,Niche,Single,0,"['Adventure', 'Drama', 'Mystery', 'Supernatural']"
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,20.0,6.61,12499,Moderate,Standard,0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']"
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1.0,6.61,3088,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Kids']"
1964,Sakura Taisen: Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3.0,6.61,2201,Niche,Short,0,"['Action', 'Adventure', 'Game', 'Harem', 'Mecha', 'Sci-Fi']"
9220,Seikimatsu Occult Gakuin Specials,"Comedy, School, Supernatural",Special,4.0,6.61,7550,Niche,Short,0,"['Comedy', 'School', 'Supernatural']"
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",Special,5.0,6.61,1993,Niche,Short,0,"['Comedy', 'Historical']"
15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1.0,6.61,1041,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy']"
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy",Special,1.0,6.61,1035,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy']"
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids",TV,,6.61,940,Niche,Unknown,0,"['Comedy', 'Fantasy', 'Kids']"
34009,To Be Hero,Comedy,TV,12.0,6.61,14718,Moderate,Short,0,['Comedy']
33208,Utawarerumono: Itsuwari no Kamen Specials,"Comedy, Fantasy",Special,2.0,6.61,1748,Niche,Short,0,"['Comedy', 'Fantasy']"
20987,Yozakura Quartet: Yoza-Quar!,Comedy,Special,6.0,6.61,4545,Niche,Short,0,['Comedy']
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1.0,6.61,1603,Niche,Single,0,"['Action', 'Comedy', 'Shounen', 'Supernatural']"
20655,Amnesia OVA,"Fantasy, Shoujo",OVA,1.0,6.6,15956,Moderate,Single,0,"['Fantasy', 'Shoujo']"
810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24.0,6.6,1896,Niche,Standard,0,"['Comedy', 'Drama', 'Sci-Fi', 'Seinen']"
999,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3.0,6.6,3790,Niche,Short,0,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']"
9881,Chou Supercar Gattiger,"Action, Cars, Sci-Fi",TV,25.0,6.6,199,Niche,Standard,0,"['Action', 'Cars', 'Sci-Fi']"
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1.0,6.6,5171,Niche,Single,0,['Sci-Fi']
15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Ecchi, Romance, Supernatural",Special,1.0,6.6,11869,Moderate,Single,0,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']"
7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance",Movie,1.0,6.6,1343,Niche,Single,0,"['Comedy', 'Drama', 'Romance']"
9291,Hello Kitty no Cinderella,"Fantasy, Kids",Movie,1.0,6.6,362,Niche,Single,0,"['Fantasy', 'Kids']"
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13.0,6.6,7440,Niche,Standard,0,"['Comedy', 'Game']"
30237,Hyakka Ryouran: Samurai After Specials,Ecchi,Special,2.0,6.6,3703,Niche,Short,0,['Ecchi']
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1.0,6.6,3083,Niche,Single,0,"['Fantasy', 'Seinen']"
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Action, Comedy, Shounen, Sports",Special,1.0,6.6,406,Niche,Single,0,"['Action', 'Comedy', 'Shounen', 'Sports']"
8140,Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Comedy, Drama",TV,55.0,6.6,438,Niche,Very Long,0,"['Adventure', 'Comedy', 'Drama']"
8304,Koutetsu Sangokushi Special,"Historical, Shounen",Special,1.0,6.6,614,Niche,Single,0,"['Historical', 'Shounen']"
32481,Love Live! Kouhaku Special Anime,Music,Special,1.0,6.59,1291,Niche,Single,0,['Music']
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1.0,6.6,2219,Niche,Single,0,"['Action', 'Mecha', 'Sci-Fi']"
8518,Mai-Otome Special: Otome no Inori,"School, Slice of Life",Special,1.0,6.6,2068,Niche,Single,0,"['School', 'Slice of Life']"
4209,Mission-E,"Action, Comedy, School, Sci-Fi",TV,12.0,6.6,3931,Niche,Short,0,"['Action', 'Comedy', 'School', 'Sci-Fi']"
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49.0,6.6,18031,Moderate,Long,0,"['Action', 'Mecha', 'Sci-Fi', 'Space']"
6270,Neko Machi,"Fantasy, Horror",OVA,1.0,6.6,716,Niche,Single,0,"['Fantasy', 'Horror']"
23427,Oneechan ga Kita Special,"Comedy, Slice of Life",Special,1.0,6.6,11094,Moderate,Single,0,"['Comedy', 'Slice of Life']"
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",TV,12.0,6.6,16596,Moderate,Short,0,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic']"
10810,Pucca (2008),"Action, Comedy, Parody, Romance",TV,13.0,6.6,2173,Niche,Standard,0,"['Action', 'Comedy', 'Parody', 'Romance']"
20155,Ro-Kyu-Bu! SS Recap,"Comedy, Ecchi, School, Sports",Special,1.0,6.6,2148,Niche,Single,0,"['Comedy', 'Ecchi', 'School', 'Sports']"
9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1.0,6.6,298,Niche,Single,0,"['Action', 'Comedy', 'Drama', 'School', 'Shounen', 'Sports']"
1724,Saint October,"Adventure, Fantasy",TV,26.0,6.6,3838,Niche,Standard,0,"['Adventure', 'Fantasy']"
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural",Special,1.0,6.6,3965,Niche,Single,0,"['Comedy', 'Fantasy', 'Supernatural']"
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3.0,6.6,1763,Niche,Short,0,"['Adventure', 'Comedy', 'Fantasy']"
10109,Softenni,"Comedy, Ecchi, School, Sports",TV,12.0,6.6,16068,Moderate,Short,0,"['Comedy', 'Ecchi', 'School', 'Sports']"
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10.0,6.6,2291,Niche,Short,0,"['Comedy', 'Romance', 'School', 'Shoujo Ai', 'Slice of Life']"
12439,Soukou Kihei Votoms: Vol.1 Stories of the 'A.T. Votoms',"Action, Drama, Mecha, Military, Sci-Fi",OVA,1.0,6.6,289,Niche,Single,0,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']"
17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports",TV,13.0,6.6,36235,Moderate,Standard,0,"['Military', 'School', 'Sports']"
950,Street Fighter Alpha: Generations,"Adventure, Shounen",Movie,1.0,6.6,8906,Niche,Single,0,"['Adventure', 'Shounen']"
7522,Taichi Senjimon,"Action, Adventure, Fantasy, Magic",TV,39.0,6.6,577,Niche,Long,0,"['Action', 'Adventure', 'Fantasy', 'Magic']"
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids",Movie,1.0,6.6,962,Niche,Single,0,"['Adventure', 'Comedy', 'Kids']"
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",OVA,1.0,6.6,745,Niche,Single,0,"['Adventure', 'Comedy', 'Kids']"
3570,Yadosagashi,"Adventure, Fantasy, Kids, Slice of Life",Special,1.0,6.6,1113,Niche,Single,0,"['Adventure', 'Fantasy', 'Kids', 'Slice of Life']"
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama",TV,12.0,6.6,22662,Moderate,Short,0,"['Action', 'Adventure', 'Comedy', 'Drama']"
23579,12-sai.,"Romance, School, Shoujo",OVA,8.0,6.59,6211,Niche,Short,0,"['Romance', 'School', 'Shoujo']"
29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1.0,6.59,520,Niche,Single,0,"['Adventure', 'Kids']"
1789,Argento Soma Special,"Action, Mecha, Sci-Fi",Special,1.0,6.59,2508,Niche,Single,0,"['Action', 'Mecha', 'Sci-Fi']"
9795,Atashin'chi Movie,Comedy,Movie,1.0,6.59,260,Niche,Single,0,['Comedy']
25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1.0,6.59,1742,Niche,Single,0,"['Action', 'Sci-Fi', 'Seinen']"
9857,Bakusou Kyoudai Let's & Go Special,"Adventure, Cars, Shounen, Sports",Special,1.0,6.59,344,Niche,Single,0,"['Adventure', 'Cars', 'Shounen', 'Sports']"
105,Boys Be...,"Comedy, Romance, Shounen, Slice of Life",TV,13.0,6.59,15026,Moderate,Standard,0,"['Comedy', 'Romance', 'Shounen', 'Slice of Life']"
4383,Catman Series III,"Comedy, Fantasy, Slice of Life",TV,6.0,6.59,796,Niche,Short,0,"['Comedy', 'Fantasy', 'Slice of Life']"
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",TV,78.0,6.59,1452,Niche,Very Long,0,"['Adventure', 'Comedy', 'Historical', 'Kids']"
2771,Chou Kuse ni Narisou,"Comedy, Romance, School, Shoujo, Slice of Life",TV,39.0,6.59,752,Niche,Long,0,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']"
14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen",TV,51.0,6.58,3183,Niche,Long,0,"['Action', 'Cars', 'Mecha', 'Shounen']"
7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space",Movie,1.0,6.59,1003,Niche,Single,0,"['Action', 'Sci-Fi', 'Space']"
2637,Doraemon: It's Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1.0,6.59,483,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']"
13139,Gakkatsu!,"Comedy, School",TV,25.0,6.59,5208,Niche,Standard,0,"['Comedy', 'School']"
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3.0,6.59,1407,Niche,Short,0,"['Action', 'Adventure', 'Martial Arts', 'Sci-Fi', 'Shounen', 'Super Power']"
16199,Girls und Panzer: Shoukai Shimasu!,"Military, School",Special,2.0,6.59,11042,Moderate,Short,0,"['Military', 'School']"
3776,Go! Go! Itsutsugo Land,School,TV,50.0,6.59,393,Niche,Long,0,['School']
30721,Hacka Doll The Animation,"Comedy, Sci-Fi",TV,13.0,6.59,19502,Moderate,Standard,0,"['Comedy', 'Sci-Fi']"
20469,Himeyuri,"Drama, Historical",Movie,1.0,6.59,395,Niche,Single,0,"['Drama', 'Historical']"
23121,Jinsei,"Comedy, School, Slice of Life",TV,13.0,6.59,40413,Moderate,Standard,0,"['Comedy', 'School', 'Slice of Life']"
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",TV,12.0,6.59,2388,Niche,Short,0,"['Action', 'Adventure', 'Mystery', 'Police']"
31598,Luger Code 1951,"Action, Fantasy",Special,1.0,6.59,14410,Moderate,Single,0,"['Action', 'Fantasy']"
11221,Machikado no Märchen,Romance,OVA,1.0,6.59,333,Niche,Single,0,['Romance']
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Mecha, Sci-Fi",ONA,1.0,6.59,2062,Niche,Single,0,"['Action', 'Mecha', 'Sci-Fi']"
13231,Metal Fight Beyblade Zero G,"Adventure, Sports",TV,38.0,6.59,3533,Niche,Long,0,"['Adventure', 'Sports']"
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10.0,6.59,12077,Moderate,Short,0,['Slice of Life']
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life",ONA,60.0,6.59,13801,Moderate,Very Long,0,"['Comedy', 'Slice of Life']"
2047,Ningyo,Fantasy,Movie,1.0,6.59,2265,Niche,Single,0,['Fantasy']
920,Nurse Witch Komugi-chan Magikarte Special,"Comedy, Magic, Parody",Special,1.0,6.59,3397,Niche,Single,0,"['Comedy', 'Magic', 'Parody']"
7117,Pika Don,"Drama, Historical",Movie,1.0,6.59,392,Niche,Single,0,"['Drama', 'Historical']"
21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy, Kids",Movie,1.0,6.59,2213,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Kids']"
1854,Rockman Hoshi ni Negai wo,"Action, Adventure, Sci-Fi",OVA,3.0,6.59,1979,Niche,Short,0,"['Action', 'Adventure', 'Sci-Fi']"
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",TV,97.0,6.59,22684,Moderate,Very Long,0,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen",OVA,3.0,6.59,1608,Niche,Short,0,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']"
27967,Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi",OVA,1.0,6.59,6920,Niche,Single,0,"['Action', 'Comedy', 'Ecchi']"
4524,Shenmue: The Movie,"Action, Adventure, Game, Martial Arts",Movie,1.0,6.59,682,Niche,Single,0,"['Action', 'Adventure', 'Game', 'Martial Arts']"
171,Strange Dawn,"Adventure, Drama, Fantasy",TV,13.0,6.59,1865,Niche,Standard,0,"['Adventure', 'Drama', 'Fantasy']"
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",Special,2.0,6.59,3755,Niche,Short,0,"['Comedy', 'Mystery', 'Super Power']"
2718,Umi no Triton,"Adventure, Fantasy, Shounen",TV,27.0,6.59,709,Niche,Long,0,"['Adventure', 'Fantasy', 'Shounen']"
21103,Utopia,Music,Music,1.0,6.59,3519,Niche,Single,0,['Music']
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",TV,26.0,6.59,7087,Niche,Standard,0,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']"
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",TV,12.0,6.58,10517,Moderate,Short,0,"['Comedy', 'Mecha', 'Police', 'Sci-Fi']"
6093,Anmitsu Hime,"Comedy, Historical, Shoujo",TV,51.0,6.58,407,Niche,Long,0,"['Comedy', 'Historical', 'Shoujo']"
1666,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural",TV,39.0,6.58,655,Niche,Long,0,"['Adventure', 'Sci-Fi', 'Shounen', 'Supernatural']"
30573,Break Blade: Virgins War,Action,Special,1.0,6.58,1876,Niche,Single,0,['Action']
15605,Brothers Conflict,"Harem, Romance, Shoujo",TV,12.0,6.58,74069,Moderate,Short,0,"['Harem', 'Romance', 'Shoujo']"
7395,Card Wang: Mix Master,"Adventure, Fantasy, Game, Shounen",TV,39.0,6.58,617,Niche,Long,0,"['Adventure', 'Fantasy', 'Game', 'Shounen']"
33240,Chi's Sweet Home (2016),Slice of Life,TV,,6.57,3437,Niche,Unknown,0,['Slice of Life']
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",TV,26.0,6.58,409,Niche,Standard,0,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']"
7048,Crush Gear Nitro,"Cars, Shounen, Sports",TV,50.0,6.58,700,Niche,Long,0,"['Cars', 'Shounen', 'Sports']"
9690,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen",Special,1.0,6.58,11765,Moderate,Single,0,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']"
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids,Movie,1.0,6.58,312,Niche,Single,0,['Kids']
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports",OVA,2.0,6.58,338,Niche,Short,0,"['Drama', 'Sci-Fi', 'Shounen', 'Sports']"
8215,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi",TV,51.0,6.58,477,Niche,Long,0,"['Action', 'Comedy', 'Parody', 'Sci-Fi']"
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo",OVA,6.0,6.58,328,Niche,Short,0,"['Horror', 'Shoujo']"
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",OVA,4.0,6.58,46712,Moderate,Short,0,"['Mystery', 'Parody']"
1988,Himawari!!,"Comedy, Romance",TV,13.0,6.58,7275,Niche,Standard,0,"['Comedy', 'Romance']"
3873,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo",TV,29.0,6.58,386,Niche,Long,0,"['Adventure', 'Historical', 'Shoujo']"
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power",TV,26.0,6.58,855,Niche,Standard,0,"['Action', 'Fantasy', 'Mecha', 'Super Power']"
6374,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen",TV,52.0,6.58,903,Niche,Long,0,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']"
10202,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power",OVA,12.0,6.58,350,Niche,Short,0,"['Action', 'Adventure', 'Comedy', 'Kids', 'Super Power']"
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13.0,6.58,74634,Moderate,Standard,0,"['Comedy', 'Harem', 'Romance', 'School']"
4760,Kanokon Specials,Ecchi,Special,12.0,6.58,19232,Moderate,Short,0,['Ecchi']
3609,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52.0,6.58,1121,Niche,Long,0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']"
6310,Kinnikuman II Sei: Second Generations,Comedy,Movie,1.0,6.58,459,Niche,Single,0,['Comedy']
7295,Koi Tsubomi,"Fantasy, Music",Music,1.0,6.58,1242,Niche,Single,0,"['Fantasy', 'Music']"
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy",TV,26.0,6.58,279,Niche,Standard,0,"['Adventure', 'Fantasy']"
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1.0,6.58,498,Niche,Single,0,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']"
1879,Midnight Eye: Gokuu,"Action, Mystery, Sci-Fi, Seinen",OVA,1.0,6.58,2670,Niche,Single,0,"['Action', 'Mystery', 'Sci-Fi', 'Seinen']"
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",TV,20.0,6.58,833,Niche,Standard,0,"['Adventure', 'Kids']"
34475,Monster Strike: Rain of Memories,"Action, Fantasy, Game",ONA,1.0,6.58,313,Niche,Single,0,"['Action', 'Fantasy', 'Game']"
4316,Nanami-chan 3rd Series,"Comedy, Kids",TV,16.0,6.58,314,Niche,Standard,0,"['Comedy', 'Kids']"
8496,Neko Neko Fantasia,Comedy,OVA,1.0,6.58,187,Niche,Single,0,['Comedy']
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic",TV,52.0,6.58,741,Niche,Long,0,"['Comedy', 'Fantasy', 'Magic']"
683,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance",OVA,2.0,6.58,1270,Niche,Short,0,"['Comedy', 'Fantasy', 'Magic', 'Romance']"
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1.0,6.58,3786,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Kids']"
11853,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids",Special,1.0,6.57,2535,Niche,Single,0,"['Adventure', 'Comedy', 'Fantasy', 'Kids']"
28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1.0,6.58,988,Niche,Single,0,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Music', 'Shoujo']"
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",Movie,1.0,6.58,573,Niche,Single,0,"['Adventure', 'Fantasy']"
836,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26.0,6.58,14714,Moderate,Standard,0,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']"
9421,SMAnime,"Action, Seinen",OVA,3.0,6.58,246,Niche,Short,0,"['Action', 'Seinen']"
2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2.0,6.58,1663,Niche,Short,0,"['Action', 'Drama', 'Police', 'School', 'Shoujo']"
31608,Teekyuu 4 Specials,"Comedy, School, Shounen, Sports",Special,2.0,6.58,1977,Niche,Short,0,"['Comedy', 'School', 'Shounen', 'Sports']"
8603,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life",Music,1.0,6.58,653,Niche,Single,0,"['Music', 'School', 'Slice of Life']"
